agent_id,timestep,x,y,variance,replanned
0,0,4.8915,-0.8320,0.2000,0
0,1,4.7861,-0.6689,0.2000,0
0,2,4.6776,-0.5009,0.2000,0
0,3,4.5723,-0.3379,0.2000,0
0,4,4.4637,-0.1699,0.2000,0
0,5,4.3584,-0.0068,0.2000,0
0,6,4.2499,0.1612,0.2000,0
0,7,4.1404,0.3286,0.2000,1
0,8,4.0310,0.4960,0.2000,0
0,9,4.0243,0.5062,0.2000,0
0,10,3.9148,0.6736,0.2000,0
0,11,3.8053,0.8410,0.2000,0
0,12,3.7986,0.8513,0.2000,0
0,13,3.6892,1.0187,0.2000,0
0,14,3.5797,1.1861,0.2000,0
0,15,3.5730,1.1963,0.2000,0
0,16,3.4636,1.3637,0.2000,0
0,17,3.3541,1.5311,0.2000,0
0,18,3.3474,1.5414,0.2000,0
0,19,3.2379,1.7088,0.2000,0
0,20,3.1285,1.8762,0.2000,0
0,21,3.0181,2.0429,0.2000,1
0,22,2.9077,2.2097,0.2000,0
0,23,2.8879,2.2396,0.2000,0
0,24,2.7708,2.4017,0.2000,1
0,25,2.6538,2.5639,0.2000,0
0,26,2.6436,2.5779,0.2000,0
0,27,2.5265,2.7401,0.2000,0
0,28,2.4094,2.9022,0.2000,0
0,29,2.3993,2.9163,0.2000,0
0,30,2.2929,3.0857,0.2000,1
0,31,2.1865,3.2550,0.2000,0
0,32,2.1484,3.3157,0.2000,0
0,33,2.0420,3.4851,0.2000,0
0,34,1.9357,3.6544,0.2000,0
0,35,1.8976,3.7151,0.2000,0
0,36,1.7912,3.8844,0.2000,0
0,37,1.6848,4.0538,0.2000,0
0,38,1.6467,4.1144,0.2000,0
0,39,1.5404,4.2838,0.2000,0
0,40,1.4340,4.4532,0.2000,0
0,41,1.3959,4.5138,0.2000,0
0,42,1.2895,4.6832,0.2000,0
0,43,1.1831,4.8525,0.2000,0
0,44,1.1450,4.9132,0.2000,0
0,45,1.0387,5.0826,0.2000,0
0,46,0.9323,5.2519,0.2000,0
0,47,0.8942,5.3126,0.2000,0
0,48,0.8711,5.5112,0.2000,0
0,49,0.8480,5.7099,0.2000,1
0,50,0.8249,5.9085,0.2000,1
0,51,0.8018,6.1072,0.2000,0
0,52,0.7787,6.3059,0.2000,1
0,53,0.7556,6.5045,0.2000,0
0,54,0.7324,6.7032,0.2000,1
0,55,0.7093,6.9019,0.2000,0
0,56,0.7052,6.9376,0.2000,0
0,57,0.6821,7.1362,0.2000,0
0,58,0.6590,7.3349,0.2000,0
0,59,0.6548,7.3706,0.2000,0
0,60,0.6317,7.5693,0.2000,0
0,61,0.6086,7.7679,0.2000,0
0,62,0.6044,7.8036,0.2000,0
0,63,0.5813,8.0023,0.2000,0
0,64,0.5582,8.2009,0.2000,0
0,65,0.5541,8.2367,0.2000,0
0,66,0.5310,8.4353,0.2000,0
0,67,0.5079,8.6340,0.2000,0
0,68,0.5037,8.6697,0.2000,0
0,69,0.4806,8.8683,0.2000,0
0,70,0.4575,9.0670,0.2000,0
0,71,0.4533,9.1027,0.2000,0
0,72,0.4302,9.3014,0.2000,0
0,73,0.4071,9.5000,0.2000,0
0,74,0.4030,9.5357,0.2000,0
0,75,0.3799,9.7344,0.2000,0
0,76,0.3567,9.9331,0.2000,0
0,77,0.3526,9.9688,0.2000,0
0,78,0.3295,10.1674,0.2000,0
0,79,0.3064,10.3661,0.2000,0
0,80,0.3022,10.4018,0.2000,0
0,81,0.2791,10.6005,0.2000,0
0,82,0.2560,10.7991,0.2000,0
0,83,0.2519,10.8348,0.2000,0
0,84,0.2287,11.0335,0.2000,0
0,85,0.2056,11.2322,0.2000,0
0,86,0.1825,11.4308,0.2000,1
0,87,0.1594,11.6295,0.2000,0
0,88,0.1363,11.8281,0.2000,1
0,89,0.1132,12.0268,0.2000,0
0,90,0.0901,12.2255,0.2000,1
0,91,0.0670,12.4241,0.2000,0
0,92,0.0000,13.0000,0.2000,0
1,0,0.9200,1.8167,0.2000,0
1,1,0.8632,1.6866,0.2000,0
1,2,0.7832,1.5033,0.2000,0
1,3,0.7264,1.3732,0.2000,0
1,4,0.6464,1.1899,0.2000,0
1,5,0.5897,1.0598,0.2000,0
1,6,0.5097,0.8765,0.2000,0
1,7,0.4529,0.7464,0.2000,0
1,8,0.4306,0.5476,0.2000,1
1,9,0.4084,0.3488,0.2000,0
1,10,0.4889,0.1657,0.2000,1
1,11,0.5693,-0.0174,0.2000,0
1,12,0.5617,-0.2172,0.2000,1
1,13,0.5550,-0.3916,0.2000,0
1,14,0.6510,-0.5670,0.2000,1
1,15,0.7104,-0.6758,0.2000,0
1,16,0.8064,-0.8512,0.2000,0
1,17,0.8659,-0.9599,0.2000,0
1,18,1.0654,-0.9454,0.2000,0
1,19,1.2648,-0.9308,0.2000,0
1,20,1.2896,-0.9290,0.2000,0
1,21,1.4890,-0.9144,0.2000,0
1,22,1.6885,-0.8998,0.2000,0
1,23,1.8880,-0.8852,0.2000,1
1,24,2.0874,-0.8707,0.2000,1
1,25,2.2869,-0.8561,0.2000,0
1,26,2.3366,-0.8524,0.2000,0
1,27,2.5360,-0.8379,0.2000,0
1,28,2.7355,-0.8233,0.2000,0
1,29,2.7852,-0.8197,0.2000,0
