agent_id,timestep,x,y,variance,replanned
0,0,1.1536,1.1281,0.2000,1
0,1,1.3434,1.0650,0.2000,1
0,2,1.5332,1.0019,0.2000,0
0,3,1.6281,0.9704,0.2000,0
0,4,1.7873,0.8494,0.2000,0
0,5,1.9466,0.7284,0.2000,0
0,6,2.0262,0.6679,0.2000,0
0,7,2.2112,0.5919,0.2000,0
0,8,2.3962,0.5160,0.2000,0
0,9,2.4887,0.4780,0.2000,0
0,10,2.6869,0.4510,0.2000,0
0,11,2.8851,0.4241,0.2000,0
0,12,2.9842,0.4106,0.2000,0
0,13,3.1842,0.4104,0.2000,0
0,14,3.3842,0.4101,0.2000,0
0,15,3.4842,0.4100,0.2000,0
0,16,3.6616,0.5024,0.2000,0
0,17,3.8390,0.5947,0.2000,0
0,18,3.9277,0.6409,0.2000,0
0,19,4.1273,0.6523,0.2000,0
0,20,4.3270,0.6636,0.2000,0
0,21,4.4269,0.6693,0.2000,0
0,22,4.6181,0.6110,0.2000,0
0,23,4.8094,0.5526,0.2000,0
0,24,4.9051,0.5234,0.2000,0
0,25,5.0451,0.3806,0.2000,0
0,26,5.1852,0.2378,0.2000,0
0,27,5.2552,0.1664,0.2000,0
0,28,5.4424,0.0961,0.2000,0
0,29,5.6297,0.0258,0.2000,0
0,30,5.7233,-0.0093,0.2000,0
0,31,5.9156,-0.0642,0.2000,0
0,32,6.1080,-0.1191,0.2000,0
0,33,6.2041,-0.1465,0.2000,0
0,34,6.3643,-0.0267,0.2000,0
0,35,6.5244,0.0931,0.2000,0
0,36,6.6045,0.1530,0.2000,0
0,37,6.7226,0.3144,0.2000,0
0,38,6.8407,0.4758,0.2000,0
0,39,6.8997,0.5565,0.2000,0
0,40,7.0700,0.4517,0.2000,0
0,41,7.2404,0.3469,0.2000,0
0,42,7.3255,0.2945,0.2000,0
0,43,7.5205,0.2500,0.2000,0
0,44,7.7155,0.2055,0.2000,0
0,45,7.8130,0.1833,0.2000,0
0,46,8.0090,0.2233,0.2000,0
0,47,8.2049,0.2634,0.2000,0
0,48,8.3029,0.2834,0.2000,0
0,49,8.4563,0.4117,0.2000,0
0,50,8.6097,0.5400,0.2000,0
0,51,8.6864,0.6042,0.2000,0
0,52,8.8858,0.6204,0.2000,0
0,53,9.0851,0.6367,0.2000,0
0,54,9.1848,0.6448,0.2000,0
0,55,9.2940,0.8124,0.2000,0
0,56,9.4032,0.9800,0.2000,0
0,57,9.4578,1.0637,0.2000,0
0,58,9.5168,1.2548,0.2000,0
0,59,9.5758,1.4459,0.2000,0
0,60,9.6053,1.5415,0.2000,0
0,61,9.7726,1.6509,0.2000,0
0,62,9.9400,1.7604,0.2000,0
0,63,10.0237,1.8151,0.2000,0
0,64,10.0913,2.0034,0.2000,0
0,65,10.1588,2.1916,0.2000,0
0,66,10.1926,2.2858,0.2000,0
0,67,10.3899,2.3187,0.2000,1
0,68,10.2609,2.4716,0.2000,1
0,69,10.1319,2.6244,0.2000,0
0,70,10.0674,2.7009,0.2000,0
0,71,10.0955,2.8989,0.2000,1
0,72,10.1236,3.0969,0.2000,0
0,73,10.3200,3.1345,0.2000,1
0,74,10.5164,3.1721,0.2000,0
0,75,10.6147,3.1909,0.2000,0
0,76,10.7254,3.3575,0.2000,0
0,77,10.8361,3.5240,0.2000,0
0,78,10.8915,3.6073,0.2000,0
0,79,10.9671,3.7925,0.2000,0
0,80,11.0427,3.9776,0.2000,0
0,81,11.0805,4.0702,0.2000,0
0,82,10.9834,4.2451,0.2000,1
0,83,10.9553,4.4431,0.2000,1
0,84,10.8623,4.6202,0.2000,1
0,85,10.7693,4.7972,0.2000,0
0,86,10.7228,4.8857,0.2000,0
0,87,10.5850,5.0307,0.2000,0
0,88,10.4472,5.1756,0.2000,0
0,89,10.3783,5.2481,0.2000,0
0,90,10.4623,5.4296,0.2000,0
0,91,10.5464,5.6111,0.2000,0
0,92,10.5884,5.7018,0.2000,0
0,93,10.7130,5.8583,0.2000,0
0,94,10.8375,6.0148,0.2000,0
0,95,10.9293,6.1925,0.2000,1
0,96,11.0212,6.3701,0.2000,0
0,97,11.0671,6.4590,0.2000,0
0,98,11.1589,6.6366,0.2000,0
0,99,11.2508,6.8143,0.2000,0
0,100,11.2967,6.9031,0.2000,0
0,101,11.4895,6.9563,0.2000,0
0,102,11.6823,7.0096,0.2000,0
0,103,11.7787,7.0362,0.2000,0
0,104,11.9274,7.1699,0.2000,0
0,105,12.0761,7.3037,0.2000,0
0,106,12.1778,7.4759,0.2000,1
0,107,12.2795,7.6481,0.2000,0
0,108,12.3304,7.7342,0.2000,0
0,109,12.4112,7.9172,0.2000,0
0,110,12.4919,8.1001,0.2000,0
0,111,12.5323,8.1916,0.2000,0
0,112,12.6135,8.3744,0.2000,0
0,113,12.6947,8.5572,0.2000,0
0,114,12.7353,8.6485,0.2000,0
0,115,12.8164,8.8313,0.2000,0
0,116,12.8976,9.0141,0.2000,0
0,117,12.9382,9.1055,0.2000,0
0,118,12.9144,9.3041,0.2000,0
0,119,12.8906,9.5027,0.2000,0
0,120,12.8787,9.6020,0.2000,0
0,121,13.0274,9.7357,0.2000,0
0,122,13.1761,9.8695,0.2000,0
0,123,13.2504,9.9363,0.2000,0
0,124,13.4260,9.8405,0.2000,0
0,125,13.6015,9.7446,0.2000,0
0,126,13.6892,9.6967,0.2000,0
0,127,13.8316,9.8372,0.2000,0
0,128,13.9739,9.9777,0.2000,0
0,129,14.0450,10.0480,0.2000,0
0,130,14.2137,10.1555,0.2000,0
0,131,14.3823,10.2630,0.2000,0
0,132,14.4666,10.3168,0.2000,0
0,133,14.4902,10.5154,0.2000,1
0,134,14.6153,10.6714,0.2000,1
0,135,14.7404,10.8275,0.2000,0
0,136,14.7877,11.0218,0.2000,1
0,137,14.8350,11.2161,0.2000,0
0,138,14.8587,11.3133,0.2000,0
0,139,14.9060,11.5076,0.2000,1
0,140,14.9471,11.7033,0.2000,1
0,141,14.9881,11.8991,0.2000,0
0,142,15.1776,11.9630,0.2000,1
0,143,15.3672,12.0269,0.2000,0
0,144,15.4619,12.0588,0.2000,0
0,145,15.4483,12.2583,0.2000,0
0,146,15.4347,12.4579,0.2000,0
0,147,15.4278,12.5576,0.2000,0
0,148,15.4606,12.7549,0.2000,0
0,149,15.4934,12.9522,0.2000,0
0,150,15.5262,13.1495,0.2000,1
0,151,15.5590,13.3468,0.2000,0
0,152,15.5754,13.4455,0.2000,0
0,153,15.6175,13.6410,0.2000,0
0,154,15.6821,13.8302,0.2000,1
0,155,15.7468,14.0195,0.2000,0
0,156,15.7791,14.1141,0.2000,0
0,157,15.7214,14.3056,0.2000,0
0,158,15.6636,14.4971,0.2000,0
