agent_id,timestep,x,y,variance,replanned
0,0,0.1607,0.1191,0.2000,0
0,1,0.3213,0.2382,0.2000,0
0,2,0.4017,0.2978,0.2000,0
0,3,0.5474,0.1608,0.2000,0
0,4,0.6932,0.0238,0.2000,0
0,5,0.7660,-0.0446,0.2000,0
0,6,0.9584,0.0102,0.2000,0
0,7,1.1507,0.0651,0.2000,0
0,8,1.2469,0.0925,0.2000,0
0,9,1.4437,0.1278,0.2000,0
0,10,1.6406,0.1630,0.2000,0
0,11,1.7391,0.1806,0.2000,0
0,12,1.9303,0.1221,0.2000,0
0,13,2.1216,0.0636,0.2000,0
0,14,2.2172,0.0344,0.2000,0
0,15,2.4170,0.0244,0.2000,0
0,16,2.6167,0.0144,0.2000,0
0,17,2.7166,0.0094,0.2000,0
0,18,2.8748,0.1318,0.2000,0
0,19,3.0330,0.2542,0.2000,0
0,20,3.1121,0.3153,0.2000,0
0,21,3.2120,0.4886,0.2000,0
0,22,3.3119,0.6619,0.2000,0
0,23,3.3618,0.7485,0.2000,0
0,24,3.4883,0.9034,0.2000,0
0,25,3.6148,1.0583,0.2000,0
0,26,3.6781,1.1358,0.2000,0
0,27,3.8731,1.0916,0.2000,0
0,28,4.0682,1.0474,0.2000,0
0,29,4.1657,1.0252,0.2000,0
0,30,4.3219,1.1501,0.2000,0
0,31,4.4781,1.2750,0.2000,0
0,32,4.6070,1.4280,0.2000,1
0,33,4.7359,1.5809,0.2000,0
0,34,4.8003,1.6574,0.2000,0
0,35,4.9928,1.6030,0.2000,0
0,36,5.1853,1.5487,0.2000,0
0,37,5.2815,1.5215,0.2000,0
0,38,5.4743,1.5747,0.2000,0
0,39,5.6671,1.6279,0.2000,0
0,40,5.7635,1.6545,0.2000,0
0,41,5.9574,1.7037,0.2000,0
0,42,6.1512,1.7529,0.2000,0
0,43,6.2482,1.7775,0.2000,0
0,44,6.4469,1.8002,0.2000,0
0,45,6.6455,1.8230,0.2000,0
0,46,6.7449,1.8344,0.2000,0
0,47,6.9449,1.8384,0.2000,0
0,48,7.1448,1.8424,0.2000,0
0,49,7.2448,1.8444,0.2000,0
0,50,7.3804,1.9914,0.2000,0
0,51,7.5160,2.1384,0.2000,0
0,52,7.5838,2.2119,0.2000,0
0,53,7.6924,2.3799,0.2000,0
0,54,7.8009,2.5479,0.2000,0
0,55,7.8551,2.6319,0.2000,0
0,56,8.0466,2.5740,0.2000,0
0,57,8.2380,2.5161,0.2000,0
0,58,8.3337,2.4871,0.2000,0
0,59,8.4486,2.6508,0.2000,0
0,60,8.5635,2.8145,0.2000,0
0,61,8.6210,2.8964,0.2000,0
0,62,8.7142,3.0733,0.2000,0
0,63,8.8075,3.2502,0.2000,0
0,64,8.8721,3.4395,0.2000,1
0,65,8.9881,3.6025,0.2000,1
0,66,9.1041,3.7654,0.2000,0
0,67,9.1889,3.9465,0.2000,1
0,68,9.2738,4.1276,0.2000,0
0,69,9.3163,4.2181,0.2000,0
0,70,9.3993,4.4001,0.2000,0
0,71,9.4789,4.5746,0.2000,0
0,72,9.5889,4.7417,0.2000,0
0,73,9.6988,4.9087,0.2000,0
0,74,9.7538,4.9923,0.2000,0
0,75,9.8658,5.1580,0.2000,0
0,76,9.9777,5.3237,0.2000,0
0,77,10.0337,5.4066,0.2000,0
0,78,9.9815,5.5997,0.2000,0
0,79,9.9293,5.7928,0.2000,0
0,80,9.9033,5.8893,0.2000,0
0,81,10.0766,5.9890,0.2000,0
0,82,10.2500,6.0887,0.2000,0
0,83,10.3367,6.1386,0.2000,0
0,84,10.4215,6.3197,0.2000,0
0,85,10.5064,6.5008,0.2000,0
