agent_id,timestep,x,y,variance,replanned
0,0,-0.9604,7.8040,0.2000,0
0,1,-0.9207,7.6079,0.2000,0
0,2,-0.9009,7.5099,0.2000,0
0,3,-0.7426,7.3877,0.2000,1
0,4,-0.5843,7.2655,0.2000,0
0,5,-0.5051,7.2044,0.2000,0
0,6,-0.4925,7.0048,0.2000,0
0,7,-0.4799,6.8052,0.2000,0
0,8,-0.4737,6.7054,0.2000,0
0,9,-0.4773,6.5054,0.2000,0
0,10,-0.4810,6.3055,0.2000,0
0,11,-0.4828,6.2055,0.2000,0
0,12,-0.3036,6.1167,0.2000,0
0,13,-0.1244,6.0279,0.2000,0
0,14,-0.0348,5.9835,0.2000,0
0,15,0.1637,6.0084,0.2000,0
0,16,0.3621,6.0334,0.2000,0
0,17,0.4613,6.0459,0.2000,0
0,18,0.6196,5.9236,0.2000,0
0,19,0.7778,5.8013,0.2000,0
0,20,0.8570,5.7402,0.2000,0
0,21,1.0359,5.8296,0.2000,0
0,22,1.2148,5.9190,0.2000,0
0,23,1.3042,5.9637,0.2000,0
0,24,1.4344,5.8119,0.2000,0
0,25,1.5646,5.6601,0.2000,0
0,26,1.6297,5.5842,0.2000,0
0,27,1.7801,5.4523,0.2000,0
0,28,1.9305,5.3205,0.2000,0
0,29,2.0056,5.2546,0.2000,0
0,30,1.8554,5.1225,0.2000,1
0,31,2.0060,4.9909,0.2000,1
0,32,2.1566,4.8593,0.2000,0
0,33,2.2319,4.7936,0.2000,0
0,34,2.4306,4.8167,0.2000,0
0,35,2.6292,4.8399,0.2000,0
0,36,2.7286,4.8515,0.2000,0
0,37,2.9163,4.7826,0.2000,0
0,38,3.1041,4.7138,0.2000,0
0,39,3.1980,4.6793,0.2000,0
0,40,3.3957,4.7099,0.2000,0
0,41,3.5933,4.7404,0.2000,0
0,42,3.6921,4.7556,0.2000,0
0,43,3.8143,4.5972,0.2000,0
0,44,3.9364,4.4389,0.2000,0
0,45,3.9975,4.3597,0.2000,0
0,46,4.1971,4.3480,0.2000,0
0,47,4.3968,4.3364,0.2000,0
0,48,4.4966,4.3306,0.2000,0
0,49,4.5283,4.1331,0.2000,0
0,50,4.5600,3.9357,0.2000,0
0,51,4.5759,3.8369,0.2000,0
0,52,4.7757,3.8441,0.2000,0
0,53,4.9756,3.8513,0.2000,0
0,54,5.0755,3.8549,0.2000,0
0,55,5.2713,3.8142,0.2000,0
0,56,5.4672,3.7734,0.2000,0
0,57,5.5651,3.7531,0.2000,0
0,58,5.4149,3.6209,0.2000,1
0,59,5.2648,3.4888,0.2000,0
0,60,5.1897,3.4227,0.2000,0
0,61,5.0856,3.2520,0.2000,0
0,62,4.9814,3.0812,0.2000,0
0,63,4.9294,2.9959,0.2000,0
0,64,4.9700,2.8000,0.2000,0
0,65,5.0106,2.6042,0.2000,0
0,66,5.0643,2.4115,0.2000,1
0,67,5.1180,2.2189,0.2000,0
0,68,5.1448,2.1225,0.2000,0
0,69,5.1829,1.9262,0.2000,1
0,70,5.2211,1.7299,0.2000,0
0,71,5.2402,1.6317,0.2000,0
0,72,5.3575,1.4698,0.2000,0
0,73,5.4749,1.3078,0.2000,0
0,74,5.5336,1.2268,0.2000,0
0,75,5.4776,1.0348,0.2000,0
0,76,5.4216,0.8428,0.2000,0
0,77,5.3937,0.7468,0.2000,0
0,78,5.5316,0.6020,0.2000,0
0,79,5.6695,0.4571,0.2000,0
0,80,5.7385,0.3847,0.2000,0
0,81,5.9344,0.3444,0.2000,0
0,82,6.1306,0.3058,0.2000,1
0,83,6.2756,0.1680,0.2000,1
0,84,6.4206,0.0303,0.2000,0
0,85,6.5478,-0.1241,0.2000,1
0,86,6.6749,-0.2785,0.2000,0
0,87,6.7385,-0.3557,0.2000,0
0,88,6.8578,-0.5162,0.2000,0
0,89,7.0561,-0.5422,0.2000,1
0,90,7.2322,-0.6371,0.2000,1
0,91,7.4273,-0.6810,0.2000,1
0,92,7.6224,-0.7249,0.2000,0
0,93,7.7200,-0.7468,0.2000,0
0,94,7.9014,-0.8310,0.2000,0
0,95,8.0976,-0.8698,0.2000,1
0,96,8.2938,-0.9087,0.2000,0
0,97,8.3919,-0.9281,0.2000,0
0,98,8.5686,-0.8346,0.2000,1
0,99,8.7454,-0.7410,0.2000,0
0,100,8.8338,-0.6942,0.2000,0
0,101,9.0308,-0.7285,0.2000,0
0,102,9.2279,-0.7628,0.2000,0
0,103,9.3264,-0.7799,0.2000,0
0,104,9.4539,-0.6258,0.2000,0
0,105,9.5814,-0.4718,0.2000,0
0,106,9.6452,-0.3947,0.2000,0
0,107,9.6969,-0.2015,0.2000,0
0,108,9.7485,-0.0083,0.2000,0
0,109,9.7744,0.0883,0.2000,0
0,110,9.9546,0.1749,0.2000,0
0,111,10.1349,0.2614,0.2000,0
0,112,10.2251,0.3047,0.2000,0
0,113,10.3144,0.4837,0.2000,0
0,114,10.4037,0.6626,0.2000,0
0,115,10.4484,0.7521,0.2000,0
0,116,10.6450,0.7890,0.2000,0
0,117,10.8415,0.8259,0.2000,0
0,118,10.9398,0.8443,0.2000,0
0,119,11.0519,1.0100,0.2000,0
0,120,11.1640,1.1756,0.2000,0
0,121,11.2201,1.2584,0.2000,0
0,122,11.3358,1.4215,0.2000,0
0,123,11.4514,1.5847,0.2000,0
0,124,11.5093,1.6663,0.2000,0
0,125,11.7004,1.7252,0.2000,0
0,126,11.8915,1.7842,0.2000,0
0,127,11.9734,1.9666,0.2000,1
0,128,12.0554,2.1491,0.2000,0
0,129,12.0963,2.2403,0.2000,0
0,130,12.2955,2.2584,0.2000,0
0,131,12.4947,2.2764,0.2000,0
0,132,12.5943,2.2854,0.2000,0
0,133,12.6967,2.4572,0.2000,0
0,134,12.7991,2.6290,0.2000,0
0,135,12.8503,2.7149,0.2000,0
0,136,12.9527,2.8868,0.2000,0
0,137,13.0550,3.0586,0.2000,0
0,138,13.1062,3.1445,0.2000,0
0,139,13.1417,3.3413,0.2000,0
0,140,13.1772,3.5381,0.2000,0
0,141,13.1949,3.6365,0.2000,0
0,142,13.2676,3.8229,0.2000,0
0,143,13.3402,4.0092,0.2000,0
0,144,13.3765,4.1024,0.2000,0
0,145,13.4882,4.2683,0.2000,0
0,146,13.5999,4.4342,0.2000,0
0,147,13.6557,4.5172,0.2000,0
0,148,13.7641,4.6852,0.2000,0
0,149,13.8725,4.8533,0.2000,0
0,150,13.9267,4.9373,0.2000,0
0,151,14.0389,5.1030,0.2000,0
0,152,14.1510,5.2686,0.2000,0
0,153,14.2070,5.3514,0.2000,0
0,154,14.3369,5.5035,0.2000,0
0,155,14.4667,5.6556,0.2000,0
0,156,14.5317,5.7317,0.2000,0
0,157,14.5188,5.9313,0.2000,0
0,158,14.5060,6.1309,0.2000,0
0,159,14.4996,6.2307,0.2000,0
0,160,14.6289,6.3832,0.2000,1
0,161,14.7583,6.5357,0.2000,0
0,162,14.8230,6.6120,0.2000,0
0,163,14.8784,6.8042,0.2000,0
0,164,15.0335,6.9304,0.2000,1
0,165,15.1886,7.0567,0.2000,0
0,166,15.2662,7.1198,0.2000,0
0,167,15.3034,7.3163,0.2000,0
0,168,15.3406,7.5128,0.2000,0
0,169,15.5015,7.6317,0.2000,1
0,170,16.0000,8.0000,0.2000,0
1,0,8.1835,1.0794,0.2000,0
1,1,8.3392,0.9539,0.2000,1
1,2,8.4416,1.1256,0.2000,1
1,3,8.5441,1.2974,0.2000,0
1,4,8.5953,1.3833,0.2000,0
1,5,8.4807,1.5472,0.2000,0
1,6,8.5744,1.7239,0.2000,1
1,7,8.6682,1.9006,0.2000,0
1,8,8.7151,1.9889,0.2000,0
1,9,8.9137,2.0122,0.2000,0
1,10,9.1123,2.0355,0.2000,0
1,11,9.2116,2.0472,0.2000,0
1,12,9.3839,2.1488,0.2000,0
1,13,9.5562,2.2504,0.2000,0
1,14,9.6423,2.3012,0.2000,0
1,15,9.8238,2.2172,0.2000,0
1,16,10.0053,2.1332,0.2000,0
1,17,10.0961,2.0912,0.2000,0
1,18,10.2891,2.0387,0.2000,1
1,19,10.4512,1.9216,0.2000,1
1,20,10.5918,1.7794,0.2000,1
1,21,10.7325,1.6372,0.2000,0
1,22,10.8028,1.5661,0.2000,0
1,23,10.7747,1.3680,0.2000,0
1,24,10.9498,1.2714,0.2000,1
1,25,11.1249,1.1748,0.2000,0
1,26,11.2125,1.1265,0.2000,0
1,27,11.4074,1.0819,0.2000,0
1,28,11.6024,1.0373,0.2000,0
1,29,11.6999,1.0150,0.2000,0
1,30,11.8267,1.1697,0.2000,0
1,31,11.9535,1.3244,0.2000,0
1,32,12.0169,1.4017,0.2000,0
1,33,12.0196,1.6017,0.2000,0
1,34,12.0222,1.8017,0.2000,0
1,35,12.1871,1.9149,0.2000,1
1,36,12.3519,2.0282,0.2000,0
1,37,12.4344,2.0848,0.2000,0
1,38,12.6314,2.1189,0.2000,0
1,39,12.8285,2.1531,0.2000,0
1,40,12.9270,2.1702,0.2000,0
1,41,13.0086,2.3528,0.2000,0
1,42,13.0903,2.5354,0.2000,0
1,43,13.1311,2.6266,0.2000,0
1,44,13.0489,2.8089,0.2000,0
1,45,12.9666,2.9913,0.2000,0
1,46,12.9255,3.0824,0.2000,0
1,47,12.9513,3.2807,0.2000,1
1,48,12.9772,3.4790,0.2000,0
1,49,12.9901,3.5782,0.2000,0
1,50,13.0773,3.7582,0.2000,1
1,51,13.1644,3.9382,0.2000,0
1,52,13.2080,4.0282,0.2000,0
1,53,13.2797,4.2150,0.2000,1
1,54,13.3513,4.4017,0.2000,0
1,55,13.3871,4.4951,0.2000,0
1,56,13.5571,4.6004,0.2000,0
1,57,13.7271,4.7058,0.2000,0
1,58,13.8121,4.7585,0.2000,0
1,59,13.9004,4.9380,0.2000,0
1,60,13.9887,5.1174,0.2000,0
1,61,14.0328,5.2071,0.2000,0
1,62,13.9711,5.3974,0.2000,0
1,63,13.9094,5.5876,0.2000,0
1,64,13.8785,5.6827,0.2000,0
1,65,14.0686,5.7450,0.2000,0
1,66,14.2586,5.8073,0.2000,0
1,67,14.3536,5.8385,0.2000,0
1,68,14.3841,6.0361,0.2000,0
1,69,14.4146,6.2338,0.2000,0
1,70,14.4298,6.3326,0.2000,0
1,71,14.4630,6.5299,0.2000,0
1,72,14.5640,6.7025,0.2000,1
1,73,14.7047,6.8447,0.2000,1
1,74,14.8453,6.9869,0.2000,0
1,75,14.9156,7.0580,0.2000,0
1,76,14.9346,7.2571,0.2000,0
1,77,14.9536,7.4562,0.2000,0
1,78,14.9631,7.5558,0.2000,0
1,79,14.8163,7.6916,0.2000,0
1,80,14.6695,7.8274,0.2000,1
1,81,14.7361,8.0160,0.2000,1
1,82,14.8091,8.2022,0.2000,1
1,83,14.8820,8.3885,0.2000,0
1,84,14.9185,8.4816,0.2000,0
1,85,14.8353,8.6635,0.2000,0
1,86,14.7521,8.8453,0.2000,0
1,87,14.7105,8.9363,0.2000,0
1,88,14.5382,9.0378,0.2000,0
1,89,14.5493,9.2375,0.2000,1
1,90,14.5603,9.4372,0.2000,0
1,91,14.5658,9.5371,0.2000,0
1,92,14.3857,9.6242,0.2000,0
1,93,14.2057,9.7112,0.2000,0
1,94,14.1156,9.7548,0.2000,0
1,95,13.9598,9.8801,0.2000,0
1,96,13.8039,10.0054,0.2000,0
1,97,13.7260,10.0680,0.2000,0
1,98,13.7466,10.2670,0.2000,0
1,99,13.7672,10.4659,0.2000,0
1,100,13.7775,10.5654,0.2000,0
1,101,13.6198,10.6883,0.2000,0
1,102,13.4621,10.8113,0.2000,0
1,103,13.3832,10.8728,0.2000,0
1,104,13.3184,11.0620,0.2000,0
1,105,13.2535,11.2512,0.2000,0
1,106,13.2211,11.3458,0.2000,0
1,107,13.0248,11.3076,0.2000,0
1,108,12.8284,11.2694,0.2000,0
1,109,12.7303,11.2503,0.2000,0
1,110,12.6712,11.4414,0.2000,0
1,111,12.6121,11.6325,0.2000,0
1,112,12.5825,11.7280,0.2000,0
